Time,Hour_of_Year,Hour_of_Day,Month,Temperature,Wind_Speed,Wind_Direction,DNI,DHI,GHI,Precipitable_Water,Streamflow_m3_s,Base_Load_kW,Lighting_Plugs_kW,Induction_Range_kW,Total_Electrical_Load_kW,DHW_Demand_Liters
2024-07-26 01:00:00,4970,1,7,,,,,,,,0.005,0.35,0.05,0.0,0.4,0.0
2024-07-26 02:00:00,4971,2,7,,,,,,,,0.005,0.4,0.1,0.0,0.49,0.0
2024-07-26 03:00:00,4972,3,7,,,,,,,,0.005,0.36,0.06,0.0,0.42,0.0
2024-07-26 04:00:00,4973,4,7,,,,,,,,0.005,0.36,0.07,0.0,0.43,0.0
2024-07-26 05:00:00,4974,5,7,,,,,,,,0.005,0.37,0.17,0.0,0.55,0.0
2024-07-26 06:00:00,4975,6,7,,,,,,,,0.005,0.4,0.38,1.03,1.81,31.6
2024-07-26 07:00:00,4976,7,7,,,,,,,,0.005,0.37,0.48,0.28,1.13,9.2
2024-07-26 08:00:00,4977,8,7,,,,,,,,0.005,0.37,0.35,0.94,1.66,35.4
2024-07-26 09:00:00,4978,9,7,,,,,,,,0.005,0.38,0.25,0.0,0.63,0.0
2024-07-26 10:00:00,4979,10,7,,,,,,,,0.005,0.4,0.09,0.0,0.48,0.0
2024-07-26 11:00:00,4980,11,7,,,,,,,,0.005,0.36,0.07,0.0,0.43,0.0
2024-07-26 12:00:00,4981,12,7,,,,,,,,0.005,0.39,0.08,0.0,0.48,0.0
2024-07-26 13:00:00,4982,13,7,,,,,,,,0.005,0.37,0.04,0.0,0.42,0.0
2024-07-26 14:00:00,4983,14,7,,,,,,,,0.005,0.39,0.06,0.0,0.45,0.0
2024-07-26 15:00:00,4984,15,7,,,,,,,,0.005,0.37,0.09,0.0,0.46,0.0
2024-07-26 16:00:00,4985,16,7,,,,,,,,0.005,0.37,0.29,0.0,0.66,0.0
2024-07-26 17:00:00,4986,17,7,,,,,,,,0.005,0.37,0.46,1.57,2.4,18.1
2024-07-26 18:00:00,4987,18,7,,,,,,,,0.005,0.38,0.59,1.23,2.2,15.2
2024-07-26 19:00:00,4988,19,7,,,,,,,,0.005,0.36,0.68,1.14,2.18,14.9
2024-07-26 20:00:00,4989,20,7,,,,,,,,0.005,0.39,0.59,0.0,0.98,0.0
2024-07-26 21:00:00,4990,21,7,,,,,,,,0.005,0.37,0.4,0.0,0.77,0.0
2024-07-26 22:00:00,4991,22,7,,,,,,,,0.005,0.37,0.23,0.0,0.59,0.0
2024-07-26 23:00:00,4992,23,7,,,,,,,,0.005,0.39,0.15,0.0,0.54,0.0
2024-07-27 00:00:00,4993,0,7,,,,,,,,0.005,0.36,0.07,0.0,0.43,0.0
2024-07-27 01:00:00,4994,1,7,,,,,,,,0.005,0.39,0.1,0.0,0.49,0.0
2024-07-27 02:00:00,4995,2,7,,,,,,,,0.005,0.37,0.01,0.0,0.37,0.0
2024-07-27 03:00:00,4996,3,7,,,,,,,,0.005,0.38,0.09,0.0,0.46,0.0
2024-07-27 04:00:00,4997,4,7,,,,,,,,0.005,0.38,0.11,0.0,0.49,0.0
2024-07-27 05:00:00,4998,5,7,,,,,,,,0.005,0.38,0.25,0.0,0.63,0.0
2024-07-27 06:00:00,4999,6,7,,,,,,,,0.005,0.38,0.32,0.71,1.41,52.5
2024-07-27 07:00:00,5000,7,7,,,,,,,,0.005,0.38,0.47,0.28,1.14,47.9
2024-07-27 08:00:00,5001,8,7,,,,,,,,0.005,0.37,0.34,0.5,1.22,14.9
2024-07-27 09:00:00,5002,9,7,,,,,,,,0.005,0.37,0.22,0.0,0.59,0.0
2024-07-27 10:00:00,5003,10,7,,,,,,,,0.005,0.39,0.13,0.0,0.51,0.0
2024-07-27 11:00:00,5004,11,7,,,,,,,,0.005,0.36,0.09,0.0,0.45,0.0
2024-07-27 12:00:00,5005,12,7,,,,,,,,0.005,0.39,0.08,0.0,0.47,0.0
2024-07-27 13:00:00,5006,13,7,,,,,,,,0.005,0.35,0.09,0.0,0.44,0.0
2024-07-27 14:00:00,5007,14,7,,,,,,,,0.005,0.38,0.03,0.0,0.41,0.0
2024-07-27 15:00:00,5008,15,7,,,,,,,,0.005,0.37,0.12,0.0,0.49,0.0
2024-07-27 16:00:00,5009,16,7,,,,,,,,0.005,0.38,0.2,0.0,0.58,0.0
2024-07-27 17:00:00,5010,17,7,,,,,,,,0.005,0.37,0.43,0.63,1.43,3.7
2024-07-27 18:00:00,5011,18,7,,,,,,,,0.005,0.39,0.55,2.29,3.23,5.3
2024-07-27 19:00:00,5012,19,7,,,,,,,,0.005,0.36,0.6,1.19,2.15,16.3
2024-07-27 20:00:00,5013,20,7,,,,,,,,0.005,0.36,0.53,0.0,0.9,0.0
2024-07-27 21:00:00,5014,21,7,,,,,,,,0.005,0.38,0.38,0.0,0.76,0.0
2024-07-27 22:00:00,5015,22,7,,,,,,,,0.005,0.36,0.23,0.0,0.59,0.0
2024-07-27 23:00:00,5016,23,7,,,,,,,,0.005,0.4,0.14,0.0,0.54,0.0
2024-07-28 00:00:00,5017,0,7,,,,,,,,0.005,0.39,0.05,0.0,0.45,0.0
2024-07-28 01:00:00,5018,1,7,,,,,,,,0.005,0.39,0.08,0.0,0.47,0.0
2024-07-28 02:00:00,5019,2,7,,,,,,,,0.005,0.39,0.04,0.0,0.42,0.0
2024-07-28 03:00:00,5020,3,7,,,,,,,,0.005,0.38,0.04,0.0,0.42,0.0
2024-07-28 04:00:00,5021,4,7,,,,,,,,0.005,0.39,0.13,0.0,0.52,0.0
2024-07-28 05:00:00,5022,5,7,,,,,,,,0.005,0.35,0.21,0.0,0.56,0.0
2024-07-28 06:00:00,5023,6,7,,,,,,,,0.005,0.38,0.41,1.08,1.88,26.3
2024-07-28 07:00:00,5024,7,7,,,,,,,,0.005,0.36,0.44,0.92,1.72,30.2
2024-07-28 08:00:00,5025,8,7,,,,,,,,0.005,0.35,0.38,0.6,1.33,34.8
2024-07-28 09:00:00,5026,9,7,,,,,,,,0.005,0.4,0.24,0.0,0.64,0.0
2024-07-28 10:00:00,5027,10,7,,,,,,,,0.005,0.4,0.12,0.0,0.51,0.0
2024-07-28 11:00:00,5028,11,7,,,,,,,,0.005,0.4,0.11,0.0,0.51,0.0
2024-07-28 12:00:00,5029,12,7,,,,,,,,0.005,0.38,0.04,0.0,0.42,0.0
2024-07-28 13:00:00,5030,13,7,,,,,,,,0.005,0.35,0.01,0.0,0.36,0.0
2024-07-28 14:00:00,5031,14,7,,,,,,,,0.005,0.36,0.07,0.0,0.43,0.0
2024-07-28 15:00:00,5032,15,7,,,,,,,,0.005,0.35,0.1,0.0,0.45,0.0
2024-07-28 16:00:00,5033,16,7,,,,,,,,0.005,0.37,0.2,0.0,0.57,0.0
2024-07-28 17:00:00,5034,17,7,,,,,,,,0.005,0.36,0.45,1.71,2.53,7.9
2024-07-28 18:00:00,5035,18,7,,,,,,,,0.005,0.38,0.56,1.67,2.61,28.4
2024-07-28 19:00:00,5036,19,7,,,,,,,,0.005,0.36,0.63,1.41,2.4,5.9
2024-07-28 20:00:00,5037,20,7,,,,,,,,0.005,0.37,0.55,0.0,0.92,0.0
2024-07-28 21:00:00,5038,21,7,,,,,,,,0.005,0.39,0.46,0.0,0.86,0.0
2024-07-28 22:00:00,5039,22,7,,,,,,,,0.005,0.36,0.21,0.0,0.57,0.0
2024-07-28 23:00:00,5040,23,7,,,,,,,,0.005,0.37,0.15,0.0,0.53,0.0
2024-07-29 00:00:00,5041,0,7,,,,,,,,0.005,0.36,0.02,0.0,0.37,0.0
2024-07-29 01:00:00,5042,1,7,,,,,,,,0.005,0.39,0.05,0.0,0.44,0.0
2024-07-29 02:00:00,5043,2,7,,,,,,,,0.005,0.35,0.05,0.0,0.41,0.0
2024-07-29 03:00:00,5044,3,7,,,,,,,,0.005,0.36,0.1,0.0,0.45,0.0
2024-07-29 04:00:00,5045,4,7,,,,,,,,0.005,0.4,0.1,0.0,0.5,0.0
2024-07-29 05:00:00,5046,5,7,,,,,,,,0.005,0.36,0.25,0.0,0.61,0.0
2024-07-29 06:00:00,5047,6,7,,,,,,,,0.005,0.35,0.35,0.91,1.61,38.1
2024-07-29 07:00:00,5048,7,7,,,,,,,,0.005,0.36,0.42,0.46,1.24,41.1
2024-07-29 08:00:00,5049,8,7,,,,,,,,0.005,0.37,0.41,0.38,1.16,44.8
2024-07-29 09:00:00,5050,9,7,,,,,,,,0.005,0.37,0.19,0.0,0.56,0.0
2024-07-29 10:00:00,5051,10,7,,,,,,,,0.005,0.37,0.13,0.0,0.5,0.0
2024-07-29 11:00:00,5052,11,7,,,,,,,,0.005,0.36,0.02,0.0,0.38,0.0
2024-07-29 12:00:00,5053,12,7,,,,,,,,0.005,0.36,0.03,0.0,0.39,0.0
2024-07-29 13:00:00,5054,13,7,,,,,,,,0.005,0.38,0.02,0.0,0.4,0.0
2024-07-29 14:00:00,5055,14,7,,,,,,,,0.005,0.4,0.07,0.0,0.47,0.0
2024-07-29 15:00:00,5056,15,7,,,,,,,,0.005,0.39,0.16,0.0,0.54,0.0
2024-07-29 16:00:00,5057,16,7,,,,,,,,0.005,0.39,0.26,0.0,0.65,0.0
2024-07-29 17:00:00,5058,17,7,,,,,,,,0.005,0.37,0.39,2.11,2.87,16.6
2024-07-29 18:00:00,5059,18,7,,,,,,,,0.005,0.37,0.58,1.12,2.07,12.6
2024-07-29 19:00:00,5060,19,7,,,,,,,,0.005,0.39,0.65,1.54,2.57,16.8
2024-07-29 20:00:00,5061,20,7,,,,,,,,0.005,0.38,0.6,0.0,0.99,0.0
2024-07-29 21:00:00,5062,21,7,,,,,,,,0.005,0.37,0.37,0.0,0.74,0.0
2024-07-29 22:00:00,5063,22,7,,,,,,,,0.005,0.39,0.27,0.0,0.66,0.0
2024-07-29 23:00:00,5064,23,7,,,,,,,,0.005,0.35,0.1,0.0,0.46,0.0
2024-07-30 00:00:00,5065,0,7,,,,,,,,0.005,0.35,0.07,0.0,0.42,0.0
2024-07-30 01:00:00,5066,1,7,,,,,,,,0.005,0.39,0.01,0.0,0.4,0.0
2024-07-30 02:00:00,5067,2,7,,,,,,,,0.005,0.4,0.08,0.0,0.47,0.0
2024-07-30 03:00:00,5068,3,7,,,,,,,,0.005,0.36,0.08,0.0,0.44,0.0
2024-07-30 04:00:00,5069,4,7,,,,,,,,0.005,0.4,0.08,0.0,0.48,0.0
2024-07-30 05:00:00,5070,5,7,,,,,,,,0.005,0.4,0.25,0.0,0.65,0.0
2024-07-30 06:00:00,5071,6,7,,,,,,,,0.005,0.35,0.37,1.12,1.84,5.2
2024-07-30 07:00:00,5072,7,7,,,,,,,,0.005,0.37,0.46,0.53,1.36,47.0
2024-07-30 08:00:00,5073,8,7,,,,,,,,0.056,0.37,0.35,0.41,1.13,14.8
2024-07-30 09:00:00,5074,9,7,,,,,,,,0.005,0.36,0.22,0.0,0.58,0.0
2024-07-30 10:00:00,5075,10,7,,,,,,,,0.005,0.37,0.06,0.0,0.43,0.0
2024-07-30 11:00:00,5076,11,7,,,,,,,,0.005,0.39,0.03,0.0,0.43,0.0
2024-07-30 12:00:00,5077,12,7,,,,,,,,0.005,0.4,0.02,0.0,0.41,0.0
2024-07-30 13:00:00,5078,13,7,,,,,,,,0.005,0.37,0.03,0.0,0.39,0.0
2024-07-30 14:00:00,5079,14,7,,,,,,,,0.005,0.36,0.04,0.0,0.4,0.0
2024-07-30 15:00:00,5080,15,7,,,,,,,,0.005,0.38,0.11,0.0,0.49,0.0
2024-07-30 16:00:00,5081,16,7,,,,,,,,0.005,0.36,0.28,0.0,0.64,0.0
2024-07-30 17:00:00,5082,17,7,,,,,,,,0.005,0.38,0.42,1.02,1.82,14.4
2024-07-30 18:00:00,5083,18,7,,,,,,,,0.005,0.38,0.59,2.18,3.15,7.7
2024-07-30 19:00:00,5084,19,7,,,,,,,,0.005,0.39,0.64,1.74,2.77,28.5
2024-07-30 20:00:00,5085,20,7,,,,,,,,0.005,0.38,0.6,0.0,0.98,0.0
2024-07-30 21:00:00,5086,21,7,,,,,,,,0.005,0.38,0.45,0.0,0.83,0.0
2024-07-30 22:00:00,5087,22,7,,,,,,,,0.005,0.38,0.27,0.0,0.65,0.0
2024-07-30 23:00:00,5088,23,7,,,,,,,,0.005,0.36,0.1,0.0,0.46,0.0
2024-07-31 00:00:00,5089,0,7,,,,,,,,0.005,0.4,0.01,0.0,0.4,0.0
2024-07-31 01:00:00,5090,1,7,,,,,,,,0.005,0.38,0.01,0.0,0.39,0.0
2024-07-31 02:00:00,5091,2,7,,,,,,,,0.005,0.39,0.09,0.0,0.48,0.0
2024-07-31 03:00:00,5092,3,7,,,,,,,,0.005,0.36,0.05,0.0,0.41,0.0
2024-07-31 04:00:00,5093,4,7,,,,,,,,0.005,0.38,0.06,0.0,0.45,0.0
2024-07-31 05:00:00,5094,5,7,,,,,,,,0.005,0.35,0.26,0.0,0.61,0.0
2024-07-31 06:00:00,5095,6,7,,,,,,,,0.005,0.36,0.36,0.8,1.52,17.9
2024-07-31 07:00:00,5096,7,7,,,,,,,,0.005,0.36,0.48,1.08,1.92,13.5
2024-07-31 08:00:00,5097,8,7,,,,,,,,0.005,0.39,0.35,0.96,1.7,26.4
2024-07-31 09:00:00,5098,9,7,,,,,,,,0.005,0.37,0.19,0.0,0.56,0.0
2024-07-31 10:00:00,5099,10,7,,,,,,,,0.005,0.38,0.15,0.0,0.54,0.0
2024-07-31 11:00:00,5100,11,7,,,,,,,,0.005,0.4,0.04,0.0,0.43,0.0
2024-07-31 12:00:00,5101,12,7,,,,,,,,0.005,0.39,0.09,0.0,0.49,0.0
2024-07-31 13:00:00,5102,13,7,,,,,,,,0.005,0.38,0.05,0.0,0.43,0.0
2024-07-31 14:00:00,5103,14,7,,,,,,,,0.005,0.36,0.05,0.0,0.41,0.0
2024-07-31 15:00:00,5104,15,7,,,,,,,,0.005,0.36,0.13,0.0,0.49,0.0
2024-07-31 16:00:00,5105,16,7,,,,,,,,0.005,0.38,0.22,0.0,0.61,0.0
2024-07-31 17:00:00,5106,17,7,,,,,,,,0.005,0.37,0.37,1.23,1.97,3.7
2024-07-31 18:00:00,5107,18,7,,,,,,,,0.005,0.37,0.55,0.52,1.44,3.1
2024-07-31 19:00:00,5108,19,7,,,,,,,,0.005,0.38,0.61,1.76,2.76,28.5
2024-07-31 20:00:00,5109,20,7,,,,,,,,0.005,0.39,0.58,0.0,0.97,0.0
2024-07-31 21:00:00,5110,21,7,,,,,,,,0.005,0.38,0.39,0.0,0.76,0.0
2024-07-31 22:00:00,5111,22,7,,,,,,,,0.005,0.39,0.21,0.0,0.6,0.0
2024-07-31 23:00:00,5112,23,7,,,,,,,,0.005,0.39,0.08,0.0,0.48,0.0
2024-08-01 00:00:00,5113,0,8,,,,,,,,0.005,0.38,0.02,0.0,0.4,0.0
2024-08-01 01:00:00,5114,1,8,,,,,,,,0.005,0.35,0.08,0.0,0.43,0.0
2024-08-01 02:00:00,5115,2,8,,,,,,,,0.02,0.38,0.08,0.0,0.46,0.0
2024-08-01 03:00:00,5116,3,8,,,,,,,,0.005,0.37,0.11,0.0,0.47,0.0
2024-08-01 04:00:00,5117,4,8,,,,,,,,0.005,0.39,0.12,0.0,0.51,0.0
2024-08-01 05:00:00,5118,5,8,,,,,,,,0.005,0.35,0.19,0.0,0.55,0.0
2024-08-01 06:00:00,5119,6,8,,,,,,,,0.005,0.37,0.38,0.64,1.39,14.4
2024-08-01 07:00:00,5120,7,8,,,,,,,,0.005,0.37,0.44,0.84,1.65,36.1
2024-08-01 08:00:00,5121,8,8,,,,,,,,0.005,0.36,0.33,0.4,1.09,18.9
2024-08-01 09:00:00,5122,9,8,,,,,,,,0.005,0.38,0.18,0.0,0.56,0.0
2024-08-01 10:00:00,5123,10,8,,,,,,,,0.005,0.38,0.13,0.0,0.5,0.0
2024-08-01 11:00:00,5124,11,8,,,,,,,,0.005,0.37,0.11,0.0,0.48,0.0
2024-08-01 12:00:00,5125,12,8,,,,,,,,0.005,0.37,0.07,0.0,0.44,0.0
2024-08-01 13:00:00,5126,13,8,,,,,,,,0.005,0.4,0.07,0.0,0.47,0.0
2024-08-01 14:00:00,5127,14,8,,,,,,,,0.005,0.39,0.11,0.0,0.5,0.0
2024-08-01 15:00:00,5128,15,8,,,,,,,,0.005,0.39,0.16,0.0,0.55,0.0
2024-08-01 16:00:00,5129,16,8,,,,,,,,0.005,0.36,0.27,0.0,0.63,0.0
2024-08-01 17:00:00,5130,17,8,,,,,,,,0.005,0.4,0.45,1.94,2.78,12.8
2024-08-01 18:00:00,5131,18,8,,,,,,,,0.005,0.37,0.58,1.71,2.65,13.3
2024-08-01 19:00:00,5132,19,8,,,,,,,,0.005,0.36,0.61,2.47,3.44,7.0
2024-08-01 20:00:00,5133,20,8,,,,,,,,0.005,0.39,0.6,0.0,1.0,0.0
2024-08-01 21:00:00,5134,21,8,,,,,,,,0.005,0.35,0.39,0.0,0.74,0.0
2024-08-01 22:00:00,5135,22,8,,,,,,,,0.005,0.4,0.29,0.0,0.68,0.0
2024-08-01 23:00:00,5136,23,8,,,,,,,,0.005,0.36,0.09,0.0,0.44,0.0
2024-08-02 00:00:00,5137,0,8,,,,,,,,0.005,0.36,0.01,0.0,0.37,0.0
2024-08-02 01:00:00,5138,1,8,,,,,,,,0.005,0.35,0.05,0.0,0.4,0.0
2024-08-02 02:00:00,5139,2,8,,,,,,,,0.005,0.36,0.06,0.0,0.42,0.0
2024-08-02 03:00:00,5140,3,8,,,,,,,,0.005,0.36,0.07,0.0,0.43,0.0
2024-08-02 04:00:00,5141,4,8,,,,,,,,0.005,0.39,0.08,0.0,0.47,0.0
2024-08-02 05:00:00,5142,5,8,,,,,,,,0.005,0.35,0.19,0.0,0.54,0.0
2024-08-02 06:00:00,5143,6,8,,,,,,,,0.005,0.39,0.36,0.71,1.46,38.9
2024-08-02 07:00:00,5144,7,8,,,,,,,,0.005,0.37,0.44,1.04,1.84,44.6
2024-08-02 08:00:00,5145,8,8,,,,,,,,0.005,0.39,0.4,1.13,1.93,27.2
2024-08-02 09:00:00,5146,9,8,,,,,,,,0.005,0.37,0.17,0.0,0.54,0.0
2024-08-02 10:00:00,5147,10,8,,,,,,,,0.005,0.39,0.13,0.0,0.52,0.0
2024-08-02 11:00:00,5148,11,8,,,,,,,,0.005,0.36,0.1,0.0,0.46,0.0
2024-08-02 12:00:00,5149,12,8,,,,,,,,0.005,0.38,0.08,0.0,0.46,0.0
2024-08-02 13:00:00,5150,13,8,,,,,,,,0.005,0.37,0.09,0.0,0.46,0.0
2024-08-02 14:00:00,5151,14,8,,,,,,,,0.005,0.36,0.09,0.0,0.45,0.0
2024-08-02 15:00:00,5152,15,8,,,,,,,,0.005,0.38,0.09,0.0,0.48,0.0
2024-08-02 16:00:00,5153,16,8,,,,,,,,0.005,0.4,0.26,0.0,0.66,0.0
2024-08-02 17:00:00,5154,17,8,,,,,,,,0.005,0.38,0.39,0.73,1.5,15.7
2024-08-02 18:00:00,5155,18,8,,,,,,,,0.005,0.39,0.59,1.09,2.08,6.8
2024-08-02 19:00:00,5156,19,8,,,,,,,,0.005,0.37,0.68,1.34,2.39,28.5
2024-08-02 20:00:00,5157,20,8,,,,,,,,0.005,0.38,0.55,0.0,0.93,0.0
2024-08-02 21:00:00,5158,21,8,,,,,,,,0.005,0.35,0.45,0.0,0.81,0.0
2024-08-02 22:00:00,5159,22,8,,,,,,,,0.005,0.4,0.29,0.0,0.68,0.0
2024-08-02 23:00:00,5160,23,8,,,,,,,,0.005,0.39,0.09,0.0,0.47,0.0
2024-08-03 00:00:00,5161,0,8,,,,,,,,0.005,0.38,0.07,0.0,0.44,0.0
2024-08-03 01:00:00,5162,1,8,,,,,,,,0.005,0.39,0.06,0.0,0.45,0.0
2024-08-03 02:00:00,5163,2,8,,,,,,,,0.005,0.39,0.01,0.0,0.39,0.0
2024-08-03 03:00:00,5164,3,8,,,,,,,,0.005,0.37,0.07,0.0,0.45,0.0
2024-08-03 04:00:00,5165,4,8,,,,,,,,0.005,0.38,0.1,0.0,0.48,0.0
2024-08-03 05:00:00,5166,5,8,,,,,,,,0.005,0.38,0.17,0.0,0.55,0.0
2024-08-03 06:00:00,5167,6,8,,,,,,,,0.005,0.38,0.39,0.93,1.71,37.2
2024-08-03 07:00:00,5168,7,8,,,,,,,,0.005,0.39,0.5,0.59,1.48,50.4
2024-08-03 08:00:00,5169,8,8,,,,,,,,0.005,0.37,0.39,0.47,1.23,47.8
2024-08-03 09:00:00,5170,9,8,,,,,,,,0.005,0.39,0.23,0.0,0.62,0.0
2024-08-03 10:00:00,5171,10,8,,,,,,,,0.005,0.36,0.14,0.0,0.51,0.0
2024-08-03 11:00:00,5172,11,8,,,,,,,,0.005,0.37,0.09,0.0,0.46,0.0
2024-08-03 12:00:00,5173,12,8,,,,,,,,0.005,0.37,0.08,0.0,0.45,0.0
2024-08-03 13:00:00,5174,13,8,,,,,,,,0.005,0.35,0.02,0.0,0.37,0.0
2024-08-03 14:00:00,5175,14,8,,,,,,,,0.005,0.36,0.04,0.0,0.4,0.0
2024-08-03 15:00:00,5176,15,8,,,,,,,,0.005,0.4,0.17,0.0,0.57,0.0
2024-08-03 16:00:00,5177,16,8,,,,,,,,0.005,0.38,0.29,0.0,0.66,0.0
2024-08-03 17:00:00,5178,17,8,,,,,,,,0.005,0.36,0.39,1.28,2.03,3.0
2024-08-03 18:00:00,5179,18,8,,,,,,,,0.005,0.37,0.61,1.98,2.97,10.7
2024-08-03 19:00:00,5180,19,8,,,,,,,,0.005,0.37,0.7,0.76,1.83,15.3
2024-08-03 20:00:00,5181,20,8,,,,,,,,0.005,0.37,0.56,0.0,0.93,0.0
2024-08-03 21:00:00,5182,21,8,,,,,,,,0.005,0.37,0.38,0.0,0.75,0.0
2024-08-03 22:00:00,5183,22,8,,,,,,,,0.005,0.39,0.22,0.0,0.61,0.0
2024-08-03 23:00:00,5184,23,8,,,,,,,,0.005,0.37,0.14,0.0,0.51,0.0
2024-08-04 00:00:00,5185,0,8,,,,,,,,0.005,0.38,0.09,0.0,0.47,0.0
2024-08-04 01:00:00,5186,1,8,,,,,,,,0.005,0.37,0.07,0.0,0.44,0.0
2024-08-04 02:00:00,5187,2,8,,,,,,,,0.005,0.37,0.02,0.0,0.4,0.0
2024-08-04 03:00:00,5188,3,8,,,,,,,,0.005,0.4,0.04,0.0,0.44,0.0
2024-08-04 04:00:00,5189,4,8,,,,,,,,0.005,0.37,0.1,0.0,0.47,0.0
2024-08-04 05:00:00,5190,5,8,,,,,,,,0.005,0.36,0.18,0.0,0.54,0.0
2024-08-04 06:00:00,5191,6,8,,,,,,,,0.005,0.37,0.39,0.52,1.28,20.7
2024-08-04 07:00:00,5192,7,8,,,,,,,,0.005,0.36,0.47,0.95,1.78,44.5
2024-08-04 08:00:00,5193,8,8,,,,,,,,0.005,0.39,0.37,0.39,1.16,28.4
2024-08-04 09:00:00,5194,9,8,,,,,,,,0.005,0.36,0.22,0.0,0.59,0.0
2024-08-04 10:00:00,5195,10,8,,,,,,,,0.005,0.38,0.08,0.0,0.46,0.0
2024-08-04 11:00:00,5196,11,8,,,,,,,,0.005,0.36,0.04,0.0,0.4,0.0
2024-08-04 12:00:00,5197,12,8,,,,,,,,0.005,0.35,0.02,0.0,0.37,0.0
2024-08-04 13:00:00,5198,13,8,,,,,,,,0.005,0.37,0.06,0.0,0.43,0.0
2024-08-04 14:00:00,5199,14,8,,,,,,,,0.005,0.4,0.06,0.0,0.46,0.0
2024-08-04 15:00:00,5200,15,8,,,,,,,,0.005,0.4,0.11,0.0,0.5,0.0
2024-08-04 16:00:00,5201,16,8,,,,,,,,0.005,0.37,0.2,0.0,0.57,0.0
2024-08-04 17:00:00,5202,17,8,,,,,,,,0.005,0.37,0.42,0.64,1.43,26.0
2024-08-04 18:00:00,5203,18,8,,,,,,,,0.005,0.4,0.54,0.56,1.5,1.1
2024-08-04 19:00:00,5204,19,8,,,,,,,,0.005,0.37,0.67,1.88,2.92,16.7
2024-08-04 20:00:00,5205,20,8,,,,,,,,0.005,0.35,0.59,0.0,0.94,0.0
2024-08-04 21:00:00,5206,21,8,,,,,,,,0.005,0.4,0.4,0.0,0.8,0.0
2024-08-04 22:00:00,5207,22,8,,,,,,,,0.005,0.39,0.26,0.0,0.65,0.0
2024-08-04 23:00:00,5208,23,8,,,,,,,,0.005,0.38,0.14,0.0,0.53,0.0
2024-08-05 00:00:00,5209,0,8,,,,,,,,0.005,0.39,0.05,0.0,0.44,0.0
2024-08-05 01:00:00,5210,1,8,,,,,,,,0.005,0.36,0.09,0.0,0.45,0.0
2024-08-05 02:00:00,5211,2,8,,,,,,,,0.005,0.36,0.1,0.0,0.46,0.0
2024-08-05 03:00:00,5212,3,8,,,,,,,,0.005,0.35,0.09,0.0,0.45,0.0
2024-08-05 04:00:00,5213,4,8,,,,,,,,0.005,0.4,0.14,0.0,0.54,0.0
2024-08-05 05:00:00,5214,5,8,,,,,,,,0.005,0.37,0.21,0.0,0.57,0.0
2024-08-05 06:00:00,5215,6,8,,,,,,,,0.005,0.4,0.42,0.6,1.42,15.3
2024-08-05 07:00:00,5216,7,8,,,,,,,,0.005,0.37,0.44,1.16,1.98,21.1
2024-08-05 08:00:00,5217,8,8,,,,,,,,0.005,0.39,0.4,1.12,1.91,31.7
2024-08-05 09:00:00,5218,9,8,,,,,,,,0.005,0.39,0.26,0.0,0.65,0.0
2024-08-05 10:00:00,5219,10,8,,,,,,,,0.005,0.37,0.13,0.0,0.49,0.0
2024-08-05 11:00:00,5220,11,8,,,,,,,,0.005,0.37,0.03,0.0,0.4,0.0
2024-08-05 12:00:00,5221,12,8,,,,,,,,0.005,0.4,0.09,0.0,0.48,0.0
2024-08-05 13:00:00,5222,13,8,,,,,,,,0.005,0.39,0.02,0.0,0.41,0.0
2024-08-05 14:00:00,5223,14,8,,,,,,,,0.005,0.38,0.12,0.0,0.5,0.0
2024-08-05 15:00:00,5224,15,8,,,,,,,,0.005,0.37,0.18,0.0,0.55,0.0
2024-08-05 16:00:00,5225,16,8,,,,,,,,0.005,0.4,0.27,0.0,0.67,0.0
2024-08-05 17:00:00,5226,17,8,,,,,,,,0.005,0.35,0.45,2.08,2.88,3.9
2024-08-05 18:00:00,5227,18,8,,,,,,,,0.005,0.39,0.54,1.46,2.38,2.8
2024-08-05 19:00:00,5228,19,8,,,,,,,,0.005,0.38,0.63,1.26,2.27,28.3
2024-08-05 20:00:00,5229,20,8,,,,,,,,0.005,0.4,0.6,0.0,0.99,0.0
2024-08-05 21:00:00,5230,21,8,,,,,,,,0.005,0.39,0.45,0.0,0.84,0.0
2024-08-05 22:00:00,5231,22,8,,,,,,,,0.005,0.36,0.28,0.0,0.64,0.0
2024-08-05 23:00:00,5232,23,8,,,,,,,,0.005,0.39,0.13,0.0,0.52,0.0
2024-08-06 00:00:00,5233,0,8,,,,,,,,0.005,0.37,0.03,0.0,0.4,0.0
2024-08-06 01:00:00,5234,1,8,,,,,,,,0.005,0.37,0.04,0.0,0.4,0.0
2024-08-06 02:00:00,5235,2,8,,,,,,,,0.005,0.37,0.04,0.0,0.42,0.0
2024-08-06 03:00:00,5236,3,8,,,,,,,,0.005,0.38,0.07,0.0,0.45,0.0
2024-08-06 04:00:00,5237,4,8,,,,,,,,0.005,0.35,0.13,0.0,0.48,0.0
2024-08-06 05:00:00,5238,5,8,,,,,,,,0.005,0.4,0.17,0.0,0.57,0.0
2024-08-06 06:00:00,5239,6,8,,,,,,,,0.005,0.38,0.39,1.12,1.89,34.0
2024-08-06 07:00:00,5240,7,8,,,,,,,,0.005,0.37,0.47,0.25,1.1,49.2
