Time,Hour_of_Year,Hour_of_Day,Month,Temperature,Wind_Speed,Wind_Direction,DNI,DHI,GHI,Streamflow_m3_s,Base_Load_kW,Lighting_Plugs_kW,Induction_Range_kW,Total_Electrical_Load_kW,DHW_Demand_Liters
2023-05-28 07:00:00,3536,7,5,11.8,0.7000000000000001,267,0,0,0,0.005,0.37,0.08,0.0,0.44,0.0
2023-05-28 08:00:00,3537,8,5,11.7,0.8,272,0,0,0,0.005,0.38,0.04,0.0,0.42,0.0
2023-05-28 09:00:00,3538,9,5,11.6,0.7000000000000001,283,0,0,0,0.005,0.4,0.03,0.0,0.43,0.0
2023-05-28 10:00:00,3539,10,5,11.6,0.7000000000000001,297,0,0,0,0.005,0.37,0.08,0.0,0.45,0.0
2023-05-28 11:00:00,3540,11,5,11.6,0.6000000000000001,308,0,0,0,0.005,0.35,0.14,0.0,0.49,0.0
2023-05-28 12:00:00,3541,12,5,11.7,0.5,314,0,0,0,0.005,0.35,0.17,0.0,0.52,0.0
2023-05-28 13:00:00,3542,13,5,12.4,0.4,319,324,41,84,0.005,0.39,0.39,0.0,0.78,0.0
2023-05-28 14:00:00,3543,14,5,13.5,0.4,315,0,44,44,0.005,0.37,0.44,0.56,1.37,19.2
2023-05-28 15:00:00,3544,15,5,14.5,0.5,301,1,143,143,0.005,0.35,0.41,0.41,1.18,19.4
2023-05-28 16:00:00,3545,16,5,15.3,0.7000000000000001,289,1,220,221,0.005,0.39,0.24,0.45,1.09,43.9
2023-05-28 17:00:00,3546,17,5,16.1,0.9,284,47,358,393,0.005,0.38,0.09,0.0,0.47,0.0
2023-05-28 18:00:00,3547,18,5,16.8,1.0,283,175,463,613,0.005,0.37,0.08,0.0,0.45,0.0
2023-05-28 19:00:00,3548,19,5,17.3,1.1,285,339,455,764,0.005,0.39,0.08,0.0,0.47,0.0
2023-05-28 20:00:00,3549,20,5,17.6,1.2000000000000002,289,100,463,555,0.005,0.4,0.14,0.0,0.54,0.0
2023-05-28 21:00:00,3550,21,5,17.6,1.5,293,24,407,429,0.005,0.39,0.22,0.0,0.61,0.0
2023-05-28 22:00:00,3551,22,5,17.3,1.6,299,17,361,374,0.005,0.37,0.37,0.0,0.74,0.0
2023-05-28 23:00:00,3552,23,5,16.7,1.7000000000000002,304,87,355,416,0.005,0.36,0.53,0.0,0.89,0.0
2023-05-29 00:00:00,3553,0,5,16.0,1.6,309,1,177,178,0.005,0.37,0.65,0.7,1.72,10.0
2023-05-29 01:00:00,3554,1,5,15.1,1.6,313,0,71,71,0.005,0.38,0.58,1.89,2.85,14.2
2023-05-29 02:00:00,3555,2,5,14.0,1.6,314,442,59,153,0.005,0.38,0.4,1.53,2.3,22.0
2023-05-29 03:00:00,3556,3,5,13.0,1.6,316,100,17,22,0.005,0.38,0.28,0.0,0.66,0.0
2023-05-29 04:00:00,3557,4,5,12.4,1.6,318,0,0,0,0.005,0.36,0.15,0.0,0.51,0.0
2023-05-29 05:00:00,3558,5,5,12.2,1.5,319,0,0,0,0.005,0.39,0.11,0.0,0.5,0.0
2023-05-29 06:00:00,3559,6,5,12.0,1.6,320,0,0,0,0.005,0.39,0.03,0.0,0.42,0.0
2023-05-29 07:00:00,3560,7,5,11.9,1.7000000000000002,320,0,0,0,0.005,0.37,0.04,0.0,0.41,0.0
2023-05-29 08:00:00,3561,8,5,11.9,1.9,323,0,0,0,0.005,0.38,0.03,0.0,0.41,0.0
2023-05-29 09:00:00,3562,9,5,11.8,2.1,328,0,0,0,0.005,0.38,0.05,0.0,0.43,0.0
2023-05-29 10:00:00,3563,10,5,11.7,2.2,337,0,0,0,0.005,0.39,0.09,0.0,0.48,0.0
2023-05-29 11:00:00,3564,11,5,11.6,2.2,348,0,0,0,0.005,0.39,0.13,0.0,0.53,0.0
2023-05-29 12:00:00,3565,12,5,11.6,2.0,354,0,0,0,0.005,0.39,0.17,0.0,0.56,0.0
2023-05-29 13:00:00,3566,13,5,11.9,1.8,350,0,10,10,0.005,0.38,0.37,0.0,0.74,0.0
2023-05-29 14:00:00,3567,14,5,12.3,1.7000000000000002,340,0,25,25,0.005,0.38,0.44,0.49,1.31,1.4
2023-05-29 15:00:00,3568,15,5,12.8,1.7000000000000002,333,41,192,211,0.005,0.38,0.34,0.87,1.59,42.2
2023-05-29 16:00:00,3569,16,5,13.2,1.6,332,21,276,289,0.005,0.35,0.24,0.82,1.41,11.3
2023-05-29 17:00:00,3570,17,5,13.7,1.4,330,2,284,286,0.005,0.36,0.14,0.0,0.5,0.0
2023-05-29 18:00:00,3571,18,5,14.2,1.4,321,1,274,274,0.005,0.35,0.11,0.0,0.47,0.0
2023-05-29 19:00:00,3572,19,5,14.7,1.5,311,3,356,359,0.005,0.36,0.09,0.0,0.45,0.0
2023-05-29 20:00:00,3573,20,5,15.0,1.7000000000000002,307,40,431,468,0.005,0.38,0.08,0.0,0.47,0.0
2023-05-29 21:00:00,3574,21,5,15.2,1.8,311,1,290,290,0.005,0.37,0.26,0.0,0.63,0.0
2023-05-29 22:00:00,3575,22,5,15.3,1.8,318,7,340,345,0.005,0.38,0.46,0.0,0.85,0.0
2023-05-29 23:00:00,3576,23,5,15.1,1.8,322,0,139,139,0.005,0.38,0.53,0.0,0.91,0.0
2023-05-30 00:00:00,3577,0,5,14.6,1.9,323,0,89,89,0.005,0.38,0.65,2.4,3.43,17.2
2023-05-30 01:00:00,3578,1,5,13.9,2.0,324,0,59,59,0.005,0.37,0.56,0.93,1.87,24.3
2023-05-30 02:00:00,3579,2,5,13.0,2.1,326,379,66,147,0.005,0.37,0.46,1.18,2.01,16.1
2023-05-30 03:00:00,3580,3,5,12.2,2.0,327,75,17,21,0.005,0.36,0.23,0.0,0.58,0.0
2023-05-30 04:00:00,3581,4,5,11.8,1.8,327,0,0,0,0.005,0.4,0.18,0.0,0.57,0.0
2023-05-30 05:00:00,3582,5,5,11.6,1.8,321,0,0,0,0.005,0.36,0.07,0.0,0.43,0.0
2023-05-30 06:00:00,3583,6,5,11.5,1.9,317,0,0,0,0.005,0.38,0.04,0.0,0.42,0.0
2023-05-30 07:00:00,3584,7,5,11.5,1.9,316,0,0,0,0.005,0.38,0.02,0.0,0.41,0.0
2023-05-30 08:00:00,3585,8,5,11.4,1.8,316,0,0,0,0.005,0.4,0.08,0.0,0.48,0.0
2023-05-30 09:00:00,3586,9,5,11.4,1.8,316,0,0,0,0.005,0.36,0.1,0.0,0.46,0.0
2023-05-30 10:00:00,3587,10,5,11.4,1.7000000000000002,316,0,0,0,0.005,0.36,0.1,0.0,0.46,0.0
2023-05-30 11:00:00,3588,11,5,11.5,1.7000000000000002,314,0,0,0,0.005,0.35,0.14,0.0,0.49,0.0
2023-05-30 12:00:00,3589,12,5,11.5,1.7000000000000002,310,0,0,0,0.005,0.36,0.19,0.0,0.55,0.0
2023-05-30 13:00:00,3590,13,5,11.7,1.7000000000000002,304,0,15,15,0.005,0.39,0.39,0.0,0.78,0.0
2023-05-30 14:00:00,3591,14,5,11.9,1.6,295,0,46,46,0.005,0.39,0.48,0.82,1.69,41.5
2023-05-30 15:00:00,3592,15,5,12.1,1.5,288,57,217,244,0.005,0.38,0.39,0.77,1.54,12.4
2023-05-30 16:00:00,3593,16,5,12.4,1.2000000000000002,283,32,248,268,0.005,0.4,0.2,0.36,0.95,29.8
2023-05-30 17:00:00,3594,17,5,12.7,1.0,272,74,340,396,0.005,0.38,0.09,0.0,0.47,0.0
2023-05-30 18:00:00,3595,18,5,13.1,0.8,250,21,350,368,0.005,0.37,0.06,0.0,0.43,0.0
2023-05-30 19:00:00,3596,19,5,13.4,1.0,234,22,378,398,0.005,0.4,0.12,0.0,0.52,0.0
2023-05-30 20:00:00,3597,20,5,13.6,1.2000000000000002,234,12,357,368,0.005,0.38,0.09,0.0,0.46,0.0
2023-05-30 21:00:00,3598,21,5,13.9,1.2000000000000002,238,13,347,359,0.015,0.37,0.21,0.0,0.57,0.0
2023-05-30 22:00:00,3599,22,5,14.5,0.8,225,51,349,391,0.005,0.38,0.38,0.0,0.76,0.0
2023-05-30 23:00:00,3600,23,5,15.0,0.4,195,213,296,445,0.005,0.37,0.55,0.0,0.92,0.0
2023-05-31 00:00:00,3601,0,5,15.2,0.4,184,792,88,525,0.005,0.37,0.68,2.29,3.34,11.9
2023-05-31 01:00:00,3602,1,5,15.0,0.5,204,689,75,343,0.005,0.35,0.6,2.18,3.13,0.5
2023-05-31 02:00:00,3603,2,5,14.2,0.7000000000000001,232,3,57,58,0.005,0.4,0.45,1.62,2.46,21.3
2023-05-31 03:00:00,3604,3,5,13.0,1.0,253,1,19,19,0.005,0.39,0.26,0.0,0.65,0.0
2023-05-31 04:00:00,3605,4,5,12.3,1.1,263,0,0,0,0.005,0.37,0.1,0.0,0.47,0.0
2023-05-31 05:00:00,3606,5,5,12.0,1.0,254,0,0,0,0.005,0.35,0.04,0.0,0.4,0.0
2023-05-31 06:00:00,3607,6,5,12.0,0.8,221,0,0,0,0.005,0.38,0.11,0.0,0.48,0.0
2023-05-31 07:00:00,3608,7,5,12.0,1.0,192,0,0,0,0.005,0.35,0.05,0.0,0.41,0.0
2023-05-31 08:00:00,3609,8,5,11.8,1.3,181,0,0,0,0.005,0.39,0.01,0.0,0.4,0.0
2023-05-31 09:00:00,3610,9,5,11.5,1.7000000000000002,174,0,0,0,0.005,0.38,0.1,0.0,0.47,0.0
2023-05-31 10:00:00,3611,10,5,11.1,2.1,169,0,0,0,0.005,0.36,0.07,0.0,0.43,0.0
2023-05-31 11:00:00,3612,11,5,10.7,2.4000000000000004,166,0,0,0,0.005,0.37,0.08,0.0,0.45,0.0
2023-05-31 12:00:00,3613,12,5,10.9,2.6,165,0,0,0,0.005,0.38,0.21,0.0,0.59,0.0
2023-05-31 13:00:00,3614,13,5,11.7,2.7,165,9,55,56,0.005,0.38,0.4,0.0,0.78,0.0
2023-05-31 14:00:00,3615,14,5,12.8,2.7,164,54,162,179,0.005,0.37,0.48,0.81,1.66,30.8
2023-05-31 15:00:00,3616,15,5,14.2,2.5,167,757,77,439,0.005,0.36,0.36,0.34,1.06,22.9
2023-05-31 16:00:00,3617,16,5,15.4,2.4000000000000004,175,828,88,612,0.005,0.37,0.26,0.9,1.53,15.9
2023-05-31 17:00:00,3618,17,5,16.2,2.4000000000000004,183,285,379,596,0.005,0.39,0.12,0.0,0.5,0.0
2023-05-31 18:00:00,3619,18,5,16.400000000000002,2.5,190,881,109,865,0.005,0.38,0.12,0.0,0.5,0.0
2023-05-31 19:00:00,3620,19,5,16.400000000000002,2.5,196,888,115,926,0.005,0.36,0.1,0.0,0.46,0.0
2023-05-31 20:00:00,3621,20,5,16.3,2.4000000000000004,202,301,464,742,0.005,0.39,0.14,0.0,0.52,0.0
2023-05-31 21:00:00,3622,21,5,16.2,2.3000000000000003,205,8,378,385,0.005,0.37,0.24,0.0,0.61,0.0
2023-05-31 22:00:00,3623,22,5,16.2,2.1,204,1,138,139,0.005,0.39,0.41,0.0,0.79,0.0
2023-05-31 23:00:00,3624,23,5,16.1,2.1,202,114,286,365,0.005,0.4,0.53,0.0,0.93,0.0
2023-06-01 00:00:00,3625,0,6,15.6,0.9,306,1,188,189,0.005,0.36,0.64,2.05,3.04,19.6
2023-06-01 01:00:00,3626,1,6,15.1,0.8,307,0,87,87,0.005,0.38,0.58,0.8,1.76,12.0
2023-06-01 02:00:00,3627,2,6,14.0,0.8,310,0,39,39,0.005,0.4,0.45,2.0,2.84,11.5
2023-06-01 03:00:00,3628,3,6,12.8,0.8,313,0,12,12,0.005,0.37,0.21,0.0,0.58,0.0
2023-06-01 04:00:00,3629,4,6,12.2,0.7000000000000001,307,0,0,0,0.005,0.37,0.14,0.0,0.51,0.0
2023-06-01 05:00:00,3630,5,6,11.9,0.7000000000000001,288,0,0,0,0.005,0.37,0.1,0.0,0.46,0.0
2023-06-01 06:00:00,3631,6,6,11.7,0.7000000000000001,260,0,0,0,0.005,0.36,0.01,0.0,0.37,0.0
2023-06-01 07:00:00,3632,7,6,11.7,0.8,235,0,0,0,0.005,0.37,0.0,0.0,0.38,0.0
2023-06-01 08:00:00,3633,8,6,11.7,1.0,218,0,0,0,0.005,0.35,0.07,0.0,0.43,0.0
2023-06-01 09:00:00,3634,9,6,11.6,1.2000000000000002,207,0,0,0,0.005,0.39,0.05,0.0,0.44,0.0
2023-06-01 10:00:00,3635,10,6,11.5,1.3,202,0,0,0,0.005,0.38,0.04,0.0,0.41,0.0
2023-06-01 11:00:00,3636,11,6,11.5,1.5,197,0,0,0,0.005,0.35,0.07,0.0,0.42,0.0
2023-06-01 12:00:00,3637,12,6,11.6,1.7000000000000002,191,0,0,0,0.005,0.39,0.21,0.0,0.6,0.0
2023-06-01 13:00:00,3638,13,6,11.9,2.0,187,0,15,15,0.005,0.38,0.34,0.0,0.72,0.0
2023-06-01 14:00:00,3639,14,6,12.1,2.1,186,16,147,152,0.005,0.36,0.49,0.26,1.11,31.3
2023-06-01 15:00:00,3640,15,6,12.2,2.0,183,10,191,196,0.005,0.38,0.42,0.66,1.46,50.1
2023-06-01 16:00:00,3641,16,6,12.4,1.9,183,4,248,251,0.005,0.36,0.17,0.9,1.44,41.4
2023-06-01 17:00:00,3642,17,6,12.7,1.8,186,1,258,259,0.005,0.37,0.14,0.0,0.5,0.0
2023-06-01 18:00:00,3643,18,6,13.0,1.8,192,2,308,309,0.005,0.38,0.06,0.0,0.43,0.0
2023-06-01 19:00:00,3644,19,6,13.4,1.9,198,20,417,435,0.005,0.38,0.09,0.0,0.47,0.0
2023-06-01 20:00:00,3645,20,6,13.6,2.1,204,4,371,375,0.005,0.36,0.09,0.0,0.45,0.0
2023-06-01 21:00:00,3646,21,6,13.7,2.2,210,21,402,421,0.005,0.38,0.21,0.0,0.6,0.0
2023-06-01 22:00:00,3647,22,6,13.6,2.3000000000000003,216,49,343,383,0.005,0.35,0.43,0.0,0.78,0.0
2023-06-01 23:00:00,3648,23,6,13.2,2.5,220,32,275,297,0.005,0.35,0.63,0.0,0.98,0.0
2023-06-02 00:00:00,3649,0,6,12.7,2.5,223,7,162,166,0.005,0.37,0.63,0.87,1.88,17.8
2023-06-02 01:00:00,3650,1,6,12.4,2.5,224,10,128,132,0.005,0.36,0.61,1.73,2.71,3.0
2023-06-02 02:00:00,3651,2,6,12.1,2.5,225,0,7,7,0.005,0.4,0.45,1.61,2.45,8.3
2023-06-02 03:00:00,3652,3,6,11.9,2.6,225,0,6,6,0.005,0.36,0.26,0.0,0.62,0.0
2023-06-02 04:00:00,3653,4,6,11.8,2.6,225,0,0,0,0.005,0.37,0.12,0.0,0.49,0.0
2023-06-02 05:00:00,3654,5,6,11.8,2.6,226,0,0,0,0.005,0.37,0.1,0.0,0.47,0.0
2023-06-02 06:00:00,3655,6,6,11.8,2.6,228,0,0,0,0.005,0.37,0.09,0.0,0.46,0.0
2023-06-02 07:00:00,3656,7,6,11.8,2.5,228,0,0,0,0.005,0.36,0.06,0.0,0.42,0.0
2023-06-02 08:00:00,3657,8,6,11.7,2.4000000000000004,227,0,0,0,0.005,0.37,0.09,0.0,0.47,0.0
2023-06-02 09:00:00,3658,9,6,11.7,2.3000000000000003,226,0,0,0,0.005,0.38,0.05,0.0,0.43,0.0
2023-06-02 10:00:00,3659,10,6,11.7,2.2,225,0,0,0,0.005,0.37,0.05,0.0,0.42,0.0
2023-06-02 11:00:00,3660,11,6,11.7,2.2,224,0,0,0,0.005,0.4,0.07,0.0,0.47,0.0
2023-06-02 12:00:00,3661,12,6,11.9,2.2,222,0,0,0,0.005,0.39,0.23,0.0,0.62,0.0
2023-06-02 13:00:00,3662,13,6,12.2,2.2,220,0,31,32,0.005,0.39,0.39,0.0,0.78,0.0
2023-06-02 14:00:00,3663,14,6,12.6,2.2,218,0,28,28,0.005,0.38,0.4,0.33,1.11,2.1
2023-06-02 15:00:00,3664,15,6,13.0,2.3000000000000003,215,0,77,77,0.005,0.36,0.38,0.6,1.34,4.5
2023-06-02 16:00:00,3665,16,6,13.4,2.4000000000000004,212,1,195,195,0.055,0.36,0.26,0.27,0.89,13.1
2023-06-02 17:00:00,3666,17,6,13.9,2.5,212,2,280,282,0.005,0.4,0.13,0.0,0.53,0.0
2023-06-02 18:00:00,3667,18,6,14.3,2.6,213,120,413,516,0.005,0.36,0.05,0.0,0.41,0.0
2023-06-02 19:00:00,3668,19,6,14.5,2.7,214,144,447,579,0.005,0.39,0.1,0.0,0.49,0.0
2023-06-02 20:00:00,3669,20,6,14.6,2.7,216,234,479,696,0.005,0.4,0.16,0.0,0.56,0.0
2023-06-02 21:00:00,3670,21,6,14.6,2.6,220,134,431,551,0.005,0.37,0.23,0.0,0.6,0.0
2023-06-02 22:00:00,3671,22,6,14.5,2.4000000000000004,224,204,425,591,0.005,0.37,0.39,0.0,0.77,0.0
2023-06-02 23:00:00,3672,23,6,14.3,2.1,227,380,311,578,0.005,0.38,0.59,0.0,0.98,0.0
2023-06-03 00:00:00,3673,0,6,14.0,1.7000000000000002,228,798,80,524,0.005,0.39,0.66,1.05,2.09,1.6
2023-06-03 01:00:00,3674,1,6,13.6,1.4,228,0,73,73,0.005,0.38,0.58,0.73,1.69,8.0
2023-06-03 02:00:00,3675,2,6,13.1,1.1,226,531,50,167,0.005,0.37,0.42,1.43,2.22,13.6
2023-06-03 03:00:00,3676,3,6,12.5,1.0,223,191,19,29,0.005,0.39,0.23,0.0,0.61,0.0
2023-06-03 04:00:00,3677,4,6,12.1,1.0,223,0,0,0,0.005,0.36,0.1,0.0,0.46,0.0
2023-06-03 05:00:00,3678,5,6,11.9,1.0,226,0,0,0,0.005,0.35,0.05,0.0,0.41,0.0
2023-06-03 06:00:00,3679,6,6,11.8,1.0,233,0,0,0,0.005,0.39,0.05,0.0,0.44,0.0
2023-06-03 07:00:00,3680,7,6,11.8,1.0,241,0,0,0,0.005,0.38,0.01,0.0,0.39,0.0
2023-06-03 08:00:00,3681,8,6,12.0,0.9,258,0,0,0,0.005,0.35,0.08,0.0,0.43,0.0
2023-06-03 09:00:00,3682,9,6,12.0,0.9,282,0,0,0,0.017,0.36,0.02,0.0,0.39,0.0
2023-06-03 10:00:00,3683,10,6,12.0,1.1,305,0,0,0,0.005,0.38,0.1,0.0,0.48,0.0
2023-06-03 11:00:00,3684,11,6,12.0,1.3,323,0,0,0,0.005,0.39,0.1,0.0,0.49,0.0
2023-06-03 12:00:00,3685,12,6,12.1,1.3,340,0,0,0,0.005,0.38,0.18,0.0,0.56,0.0
2023-06-03 13:00:00,3686,13,6,13.0,1.2000000000000002,174,0,21,21,0.005,0.38,0.41,0.0,0.79,0.0
2023-06-03 14:00:00,3687,14,6,14.5,1.2000000000000002,179,2,107,107,0.005,0.4,0.43,0.8,1.62,39.8
2023-06-03 15:00:00,3688,15,6,15.3,1.1,353,34,229,245,0.005,0.35,0.34,0.76,1.46,39.4
2023-06-03 16:00:00,3689,16,6,15.4,1.2000000000000002,342,33,287,308,0.005,0.37,0.24,0.91,1.52,25.0
2023-06-03 17:00:00,3690,17,6,15.3,1.3,332,3,295,297,0.005,0.38,0.1,0.0,0.48,0.0
2023-06-03 18:00:00,3691,18,6,15.4,1.5,327,8,367,374,0.005,0.39,0.07,0.0,0.46,0.0
2023-06-03 19:00:00,3692,19,6,15.6,1.8,325,93,445,530,0.005,0.4,0.11,0.0,0.51,0.0
2023-06-03 20:00:00,3693,20,6,15.4,2.2,326,270,479,729,0.005,0.37,0.16,0.0,0.54,0.0
2023-06-03 21:00:00,3694,21,6,15.2,2.5,330,262,462,696,0.005,0.36,0.2,0.0,0.56,0.0
2023-06-03 22:00:00,3695,22,6,15.0,2.7,335,527,321,750,0.005,0.36,0.44,0.0,0.8,0.0
2023-06-03 23:00:00,3696,23,6,14.7,2.9000000000000004,341,853,95,694,0.005,0.37,0.58,0.0,0.95,0.0
2023-06-04 00:00:00,3697,0,6,14.3,3.0,347,256,278,421,0.005,0.4,0.68,2.39,3.47,14.5
2023-06-04 01:00:00,3698,1,6,13.8,2.9000000000000004,351,27,194,204,0.005,0.38,0.57,1.21,2.15,29.8
2023-06-04 02:00:00,3699,2,6,13.2,2.9000000000000004,353,21,111,116,0.005,0.36,0.46,0.72,1.55,19.6
2023-06-04 03:00:00,3700,3,6,12.5,2.9000000000000004,353,0,15,15,0.005,0.39,0.25,0.0,0.65,0.0
2023-06-04 04:00:00,3701,4,6,12.1,2.9000000000000004,352,0,0,0,0.005,0.36,0.13,0.0,0.49,0.0
2023-06-04 05:00:00,3702,5,6,11.9,3.0,351,0,0,0,0.005,0.35,0.12,0.0,0.48,0.0
2023-06-04 06:00:00,3703,6,6,11.7,3.0,352,0,0,0,0.005,0.36,0.03,0.0,0.4,0.0
2023-06-04 07:00:00,3704,7,6,11.7,3.0,354,0,0,0,0.01,0.37,0.02,0.0,0.39,0.0
2023-06-04 08:00:00,3705,8,6,11.6,3.0,357,0,0,0,0.005,0.39,0.03,0.0,0.42,0.0
2023-06-04 09:00:00,3706,9,6,11.6,3.0,181,0,0,0,0.005,0.35,0.06,0.0,0.41,0.0
2023-06-04 10:00:00,3707,10,6,11.5,2.9000000000000004,5,0,0,0,0.005,0.38,0.11,0.0,0.49,0.0
2023-06-04 11:00:00,3708,11,6,11.4,2.8000000000000003,8,0,0,0,0.005,0.35,0.09,0.0,0.44,0.0
2023-06-04 12:00:00,3709,12,6,11.6,2.7,9,0,0,0,0.005,0.39,0.24,0.0,0.63,0.0
2023-06-04 13:00:00,3710,13,6,12.3,2.6,9,417,38,96,0.005,0.4,0.37,0.0,0.77,0.0
2023-06-04 14:00:00,3711,14,6,13.2,2.5,7,116,162,198,0.005,0.35,0.47,1.05,1.88,11.6
2023-06-04 15:00:00,3712,15,6,14.2,2.5,3,32,229,244,0.005,0.38,0.41,0.7,1.48,18.5
2023-06-04 16:00:00,3713,16,6,15.0,2.7,180,83,329,381,0.005,0.36,0.23,1.17,1.75,31.4
2023-06-04 17:00:00,3714,17,6,15.7,2.8000000000000003,358,895,91,776,0.005,0.39,0.13,0.0,0.52,0.0
2023-06-04 18:00:00,3715,18,6,16.2,3.0,357,920,97,888,0.005,0.38,0.04,0.0,0.42,0.0
2023-06-04 19:00:00,3716,19,6,16.6,3.1,356,936,99,956,0.005,0.39,0.1,0.0,0.49,0.0
2023-06-04 20:00:00,3717,20,6,16.900000000000002,3.2,353,938,100,969,0.005,0.35,0.14,0.0,0.49,0.0
2023-06-04 21:00:00,3718,21,6,17.0,3.5,350,933,96,930,0.005,0.38,0.26,0.0,0.63,0.0
2023-06-04 22:00:00,3719,22,6,16.8,3.9,349,911,94,838,0.005,0.36,0.38,0.0,0.74,0.0
2023-06-04 23:00:00,3720,23,6,16.5,4.1000000000000005,350,874,90,705,0.005,0.36,0.54,0.0,0.9,0.0
2023-06-05 00:00:00,3721,0,6,16.0,4.3,352,814,83,538,0.005,0.36,0.68,1.26,2.31,9.5
2023-06-05 01:00:00,3722,1,6,15.2,4.3,354,714,72,355,0.005,0.39,0.57,1.39,2.35,25.6
2023-06-05 02:00:00,3723,2,6,14.3,4.1000000000000005,357,541,53,175,0.005,0.4,0.42,2.42,3.24,26.6
2023-06-05 03:00:00,3724,3,6,13.4,3.9,180,195,21,32,0.005,0.38,0.29,0.0,0.67,0.0
2023-06-05 04:00:00,3725,4,6,12.9,3.6,1,0,0,0,0.005,0.38,0.08,0.0,0.46,0.0
2023-06-05 05:00:00,3726,5,6,12.6,3.5,179,0,0,0,0.005,0.4,0.06,0.0,0.46,0.0
2023-06-05 06:00:00,3727,6,6,12.4,3.5,357,0,0,0,0.005,0.4,0.1,0.0,0.5,0.0
2023-06-05 07:00:00,3728,7,6,12.3,3.5,358,0,0,0,0.005,0.36,0.02,0.0,0.38,0.0
2023-06-05 08:00:00,3729,8,6,12.1,3.4000000000000004,359,0,0,0,0.005,0.37,0.05,0.0,0.42,0.0
2023-06-05 09:00:00,3730,9,6,11.9,3.4000000000000004,180,0,0,0,0.005,0.39,0.02,0.0,0.41,0.0
2023-06-05 10:00:00,3731,10,6,11.7,3.4000000000000004,2,0,0,0,0.005,0.38,0.04,0.0,0.41,0.0
2023-06-05 11:00:00,3732,11,6,11.6,3.4000000000000004,4,0,0,0,0.005,0.36,0.11,0.0,0.47,0.0
2023-06-05 12:00:00,3733,12,6,11.8,3.2,6,0,0,0,0.005,0.39,0.19,0.0,0.58,0.0
2023-06-05 13:00:00,3734,13,6,12.6,3.0,9,388,41,95,0.005,0.39,0.34,0.0,0.73,0.0
2023-06-05 14:00:00,3735,14,6,13.8,2.7,8,630,66,262,0.005,0.39,0.49,0.27,1.15,51.0
2023-06-05 15:00:00,3736,15,6,15.1,2.6,182,759,81,446,0.005,0.37,0.35,0.36,1.07,54.0
2023-06-05 16:00:00,3737,16,6,16.2,2.7,356,833,92,622,0.005,0.36,0.17,0.81,1.34,36.6
2023-06-05 17:00:00,3738,17,6,17.3,2.8000000000000003,353,874,101,770,0.005,0.37,0.06,0.0,0.43,0.0
2023-06-05 18:00:00,3739,18,6,18.1,3.0,351,912,98,883,0.005,0.36,0.05,0.0,0.41,0.0
2023-06-05 19:00:00,3740,19,6,18.7,3.1,350,924,102,948,0.005,0.37,0.04,0.0,0.41,0.0
2023-06-05 20:00:00,3741,20,6,19.0,3.3000000000000003,350,923,103,959,0.005,0.35,0.13,0.0,0.48,0.0
2023-06-05 21:00:00,3742,21,6,19.200000000000003,3.4000000000000004,351,915,101,919,0.005,0.39,0.25,0.0,0.64,0.0
2023-06-05 22:00:00,3743,22,6,19.1,3.5,352,18,367,382,0.005,0.38,0.43,0.0,0.81,0.0
2023-06-05 23:00:00,3744,23,6,18.8,3.6,353,861,91,698,0.005,0.35,0.56,0.0,0.91,0.0
2023-06-06 00:00:00,3745,0,6,18.3,3.6,353,19,241,251,0.005,0.37,0.62,2.3,3.29,7.1
2023-06-06 01:00:00,3746,1,6,17.3,3.6,354,1,130,131,0.005,0.37,0.61,1.92,2.91,17.7
2023-06-06 02:00:00,3747,2,6,16.1,3.6,355,541,53,175,0.005,0.39,0.39,0.79,1.57,2.4
2023-06-06 03:00:00,3748,3,6,15.0,3.5,358,191,22,33,0.005,0.39,0.2,0.0,0.58,0.0
2023-06-06 04:00:00,3749,4,6,14.4,3.3000000000000003,180,0,0,0,0.005,0.36,0.09,0.0,0.44,0.0
2023-06-06 05:00:00,3750,5,6,14.0,3.2,180,0,0,0,0.005,0.37,0.06,0.0,0.43,0.0
2023-06-06 06:00:00,3751,6,6,13.7,3.2,359,0,0,0,0.005,0.36,0.04,0.0,0.4,0.0
2023-06-06 07:00:00,3752,7,6,13.5,3.2,359,0,0,0,0.005,0.39,0.09,0.0,0.47,0.0
2023-06-06 08:00:00,3753,8,6,13.3,3.1,180,0,0,0,0.005,0.39,0.02,0.0,0.41,0.0
2023-06-06 09:00:00,3754,9,6,13.0,2.9000000000000004,2,0,0,0,0.005,0.35,0.05,0.0,0.4,0.0
2023-06-06 10:00:00,3755,10,6,12.8,2.8000000000000003,1,0,0,0,0.005,0.36,0.04,0.0,0.4,0.0
2023-06-06 11:00:00,3756,11,6,12.5,2.8000000000000003,179,0,0,0,0.005,0.35,0.14,0.0,0.49,0.0
2023-06-06 12:00:00,3757,12,6,12.8,2.8000000000000003,358,0,0,0,0.005,0.37,0.19,0.0,0.56,0.0
2023-06-06 13:00:00,3758,13,6,13.7,2.6,179,409,39,97,0.005,0.38,0.36,0.0,0.74,0.0
2023-06-06 14:00:00,3759,14,6,14.9,2.4000000000000004,180,646,61,263,0.005,0.39,0.43,1.15,1.98,2.5
2023-06-06 15:00:00,3760,15,6,16.400000000000002,2.4000000000000004,358,773,75,447,0.005,0.37,0.33,0.26,0.96,27.5
